date_time_(UTC),channel,duration,https://archive.org/details/,text
11/10/2020 17:22,BBCNEWS,5,BBCNEWS_20201110_170000_BBC_News/start/1320,Catholic Church abuse inquiry. IICSA: Dif\ufb01cult to exercise good leadership ifyon engage in bad pradice
11/10/2020 17:22,CNNW,6,CNNW_20201110_170000_CNN_Newsroom/start/1320,"FAUCI: MORE TESTING STILL NEEDED AS COVID-19 SPREADS IN SMALL GROUPS. . Dr. Amesh Adalia Senior Scholar, Johns Hopkins Centerfor Health Security\nFAUCI: MORE TESTING STILL NEEDED AS COVID-19 SPREADS IN SMALL GROUPS"
11/10/2020 17:23,BBCNEWS,10,BBCNEWS_20201110_170000_BBC_News/start/1380,Catholic Church abuse inquiry. . Cardinal Vincem Nichols 'demonstrated lack of unders'anding'\nCatholic Church abuse inquiry. . Report: Archbishop prioritised church over victims
11/10/2020 17:23,CNNW,4,CNNW_20201110_170000_CNN_Newsroom/start/1380,AZAR: SHOULD HAVE ENOUGH VACCINES FOR ALL AMERICANS BY SPRING
11/10/2020 17:24,CNNW,9,CNNW_20201110_170000_CNN_Newsroom/start/1440,"TESTING CZAR: VERY FEW STATES, DISTRICTS ARE SCREENING STUDENTS"
11/10/2020 17:25,CNNW,13,CNNW_20201110_170000_CNN_Newsroom/start/1500,"TESTING CZAR: VERY FEW STATES DISTRICTS ARE SCREENING STUDENTS. . Dr. Amesh Adalia Senior Scholar, Johns Hopkins Centerfor Health Security"
11/10/2020 17:25,FOXNEWSW,4,FOXNEWSW_20201110_170000_Outnumbered/start/1500,MCCABE TO GRAHAM: WOULD NOT HAVE PURSUED FISA. WARRANT FOR CARTER PAGE IF I KNEW WHAT I KNOW NOW. . . . Tum
11/10/2020 17:26,BBCNEWS,5,BBCNEWS_20201110_170000_BBC_News/start/1560,"FA Chairman steps down. Report: Archbishop prioritised church over victims\nI I\"" I. . BE. NEWS"
11/10/2020 17:26,MSNBCW,4,MSNBCW_20201110_170000_Andrea_Mitchell_Reports/start/1560,CANADIAN & BRITISH LEADERS CUNGRATULATE BIDEN ON VICTORY
11/10/2020 17:27,BBCNEWS,8,BBCNEWS_20201110_170000_BBC_News/start/1620,FA Chairman steps down. Clarke used oukdated language while discussing diversity
11/10/2020 17:27,FOXNEWSW,5,FOXNEWSW_20201110_170000_Outnumbered/start/1620,FORMER FBI DEPUTY DIRECTOR MCCABE TESTIFIES BEFORE. SENATE PANEL ON ORIGINS OF RUSSIA INVESTIGATION
11/10/2020 17:27,MSNBCW,7,MSNBCW_20201110_170000_Andrea_Mitchell_Reports/start/1620,TRUMP APPOINTEE SLOW-WALKS BIDEN TRANSITION
11/10/2020 17:29,MSNBCW,4,MSNBCW_20201110_170000_Andrea_Mitchell_Reports/start/1740,TRUMP AIDES FRET ABDUT DAMAGE FRUM REFUSAL TO ACCEPT LOSS
11/10/2020 17:31,CNNW,6,CNNW_20201110_170000_CNN_Newsroom/start/1860,SUPREME COURT HEARS ORAL ARGUMENTS ON FUTURE OF OBAMACARE\nTHE CONCEPT OF SEVERABILITY IS AT FOREFRONT OF ORAL ARGUMENTS
11/10/2020 17:31,MSNBCW,13,MSNBCW_20201110_170000_Andrea_Mitchell_Reports/start/1860,PRES. TRUMP REFUSES TU CUNCEDE AS VP PENCE GOES ON VACATION
11/10/2020 17:32,BBCNEWS,6,BBCNEWS_20201110_170000_BBC_News/start/1920,FA Chairman steps down. Clavke: My unaccep'able words were a disservice to our game
11/10/2020 17:32,CNNW,5,CNNW_20201110_170000_CNN_Newsroom/start/1920,"THE CONCEPT OF SEVERABILITY IS AT FOREFRONT OF ORAL ARGUMENTS. . . . Steve Vladeck Professor of Law, University of Texas School of Law"
11/10/2020 17:32,MSNBCW,11,MSNBCW_20201110_170000_Andrea_Mitchell_Reports/start/1920,A.G. BARR AUTHORIZES VOTER FRAUD INVESTIGATION
11/10/2020 17:33,CNNW,10,CNNW_20201110_170000_CNN_Newsroom/start/1980,THE CONCEPT OF SEVERABILITY IS AT FOREFRONT OF ORAL ARGUMENTS
11/10/2020 17:33,MSNBCW,4,MSNBCW_20201110_170000_Andrea_Mitchell_Reports/start/1980,TRUMP APPOINTEE SLOW-WALKS BIDEN TRANSITION
11/10/2020 17:34,BBCNEWS,12,BBCNEWS_20201110_170000_BBC_News/start/2040,FA Chairman steps down. Clarke used ousdated language while discussing diversity
11/10/2020 17:34,CNNW,4,CNNW_20201110_170000_CNN_Newsroom/start/2040,"THE CONCEPT OF SEVERABILITY IS AT FOREFRONT OF ORAL ARGUMENTS. . Steve VladeCk Professor of Law, University of Texas School of Law"
11/10/2020 17:34,MSNBCW,7,MSNBCW_20201110_170000_Andrea_Mitchell_Reports/start/2040,PRES. TRUMP FIRES DEFENSE SECRETARY MARK ESPER
11/10/2020 17:36,BBCNEWS,14,BBCNEWS_20201110_170000_BBC_News/start/2160,FA Chairman steps down. Clavke: My unaccep'able words were a disservice to our game
11/10/2020 17:36,MSNBCW,13,MSNBCW_20201110_170000_Andrea_Mitchell_Reports/start/2160,PRES. TRUMP NAMES COUNTERTERROR CHIEF AS ACTING DEFENSE SECY.
11/10/2020 17:37,MSNBCW,8,MSNBCW_20201110_170000_Andrea_Mitchell_Reports/start/2220,PRES. TRUMP FIRES DEFENSE SECRETARY MARK ESPER
11/10/2020 17:38,BBCNEWS,14,BBCNEWS_20201110_170000_BBC_News/start/2280,FA Chairman steps down. Clarke used ousdated language while discussing diversity
11/10/2020 17:39,BBCNEWS,5,BBCNEWS_20201110_170000_BBC_News/start/2340,FA Chairman steps down. Clavke: My unacceptable words were a dissevvice to our game
11/10/2020 17:39,CNNW,10,CNNW_20201110_170000_CNN_Newsroom/start/2340,DEMOCRATS WILL MAINTAIN CONTROL OF HOUSE WITH SMALLER MAJORITY
11/10/2020 17:39,FOXNEWSW,5,FOXNEWSW_20201110_170000_Outnumbered/start/2340,b TREY GOWDY | FORMER PROSECUTOR
11/10/2020 17:40,BBCNEWS,13,BBCNEWS_20201110_170000_BBC_News/start/2400,FA Chairman steps down. Greg Clarke quits following comments made to a pavliamenmy committee
11/10/2020 17:40,CNNW,4,CNNW_20201110_170000_CNN_Newsroom/start/2400,DEMOCRATS WILL MAINTAIN CONTROL OF HOUSE WITH SMALLER MAJORITY. . Rep. Mikie Sherrill (D) New Jersey
11/10/2020 17:40,MSNBCW,6,MSNBCW_20201110_170000_Andrea_Mitchell_Reports/start/2400,"K\u201c EarsniEIUmm 1'8\""\""'484'962O"
11/10/2020 17:41,CNNW,6,CNNW_20201110_170000_CNN_Newsroom/start/2460,PROGRESSIVES SAY THEIR AGENDA IS NOT TO BLAME FOR SMALLER HOUSE MAJORITY
11/10/2020 17:42,BBCNEWS,12,BBCNEWS_20201110_170000_BBC_News/start/2520,EB. NEWS
11/10/2020 17:42,CNNW,10,CNNW_20201110_170000_CNN_Newsroom/start/2520,PROGRESSIVES SAY THEIR AGENDA IS NOT TO BLAME FOR SMALLER HOUSE MAJORITY. . Rep. Mikie Sherrill (D) New Jersey
11/10/2020 17:42,FOXNEWSW,7,FOXNEWSW_20201110_170000_Outnumbered/start/2520,FORMER FBI DEPUTY DIRECTOR MCCABE TESTIFIES BEFORE m 5\u2019\u201c. SENATE PANEL ON ORIGINS OF RUSSIA INVESTIGATION W A
11/10/2020 17:43,BBCNEWS,9,BBCNEWS_20201110_170000_BBC_News/start/2580,"Green Horizon Summit. Summit brings mge'her CEDs, policymakers and governmems"
11/10/2020 17:43,CNNW,5,CNNW_20201110_170000_CNN_Newsroom/start/2580,I 1 '8OO'574'O524 Cow\ufb01\ufb01a
11/10/2020 17:43,MSNBCW,7,MSNBCW_20201110_170000_Andrea_Mitchell_Reports/start/2580,SUPREME COURT HEARS ARGUMENTS IN CHALLENGE TO OBAMACARE
11/10/2020 17:44,CNNW,8,CNNW_20201110_170000_CNN_Newsroom/start/2640,I 1-8OO-574-O524 Cow\ufb01a
11/10/2020 17:45,CNNW,8,CNNW_20201110_170000_CNN_Newsroom/start/2700,Get 15% off with code TV15 at fractureme.com
11/10/2020 17:45,MSNBCW,3,MSNBCW_20201110_170000_Andrea_Mitchell_Reports/start/2700,CA GOV. TO NAME KAMALA HARRIS' SENATE REPLACEMENT
11/10/2020 17:48,CNNW,8,CNNW_20201110_170000_CNN_Newsroom/start/2880,PRESIDENT-ELECT BIDEN'S PATH TO 27O
11/10/2020 17:49,CNNW,10,CNNW_20201110_170000_CNN_Newsroom/start/2940,WHAT THE POLLS GOT RIGHT & WRONG IN THE 2O2O ELECTION. . Neil Newhouse Republican Pollster
11/10/2020 17:50,CNNW,4,CNNW_20201110_170000_CNN_Newsroom/start/3000,WHAT THE POLLS GOT RIGHT 8: WRONG IN THE 2O2O ELECTION
11/10/2020 17:50,FOXNEWSW,9,FOXNEWSW_20201110_170000_Outnumbered/start/3000,FORMER. FBI DEPUTY DIRECTOR MCCABE FACING 4.7 -. . mum L \u201cmum
11/10/2020 17:50,MSNBCW,6,MSNBCW_20201110_170000_Andrea_Mitchell_Reports/start/3000,MOST REPUBLICANS BACK PRES. TRUMP'S ELECTION LAWSUITS
11/10/2020 17:51,CNNW,6,CNNW_20201110_170000_CNN_Newsroom/start/3060,WHAT THE POLLS GOT RIGHT & WRONG IN THE 2O2O ELECTION. . Margie Omero Democratic Pollster
11/10/2020 17:51,MSNBCW,10,MSNBCW_20201110_170000_Andrea_Mitchell_Reports/start/3060,MCCUNNELL FLIP-FLUPS ON WHEN TO DESIGNATE WINNER OF PRESIDENCY
11/10/2020 17:52,CNNW,8,CNNW_20201110_170000_CNN_Newsroom/start/3120,SOME KEY BA'ITLEGROUND STATES STILL COUNTING VOTES
11/10/2020 17:53,BBCNEWS,7,BBCNEWS_20201110_170000_BBC_News/start/3180,BE. NEWS
11/10/2020 17:53,CNNW,7,CNNW_20201110_170000_CNN_Newsroom/start/3180,SOME KEY BA'ITLEGROUND STATES STILL COUNTING VOTES. . Neil Newhouse Republican Pollster\nSOME KEY BA'ITLEGROUND STATES STILL COUNTING VOTES
11/10/2020 17:53,MSNBCW,5,MSNBCW_20201110_170000_Andrea_Mitchell_Reports/start/3180,CA SENATE RACES TU DECIDE WHICH PARTY CONTROLS SENATE
11/10/2020 17:54,CNNW,7,CNNW_20201110_170000_CNN_Newsroom/start/3240,SOME KEY BA'ITLEGROUND STATES STILL COUNTING VOTES
11/10/2020 17:54,FOXNEWSW,6,FOXNEWSW_20201110_170000_Outnumbered/start/3240,FORMER FBI DEPUTY DIRECTORIMCCABE FACING QUESTIONS. FROM SENATORS ON ORIGINS OF RIISSIA INVESTIGATION
11/10/2020 17:55,CNNW,10,CNNW_20201110_170000_CNN_Newsroom/start/3300,8OO- 882- O987. . mu I T\ufb01 comm \\m'ru n I pcucrn an: E: AnzuTl
11/10/2020 17:57,CNNW,7,CNNW_20201110_170000_CNN_Newsroom/start/3420,LOV?\u00a7\ufb01\u00a7MF\u00a79ES\u00a3\u00a7fERG>r
11/10/2020 18:00,CNNW,7,CNNW_20201110_170000_CNN_Newsroom/start/3600,SEN. MCCONNELL PRAISES THE FORMER DEFENSE SECRETARY TRUMP FIRED
11/10/2020 18:01,CNNW,11,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/60,MCCONNELL TOP REPUBLICANS BACK TRUMP'S REFUSAL TO CONCEDE. . Sen. Mitch McConnell (R) Majority Leader
11/10/2020 18:01,MSNBCW,6,MSNBCW_20201110_180000_MTP_Daily/start/60,SCUTUS HEARS ARGUMENTS IN OBAMACARE CASE
11/10/2020 18:02,CNNW,6,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/120,MCCONNELL TOP REPUBLICANS BACK TRUMP'S REFUSAL TO CONCEDE. . Arlette Saenz CJ\\N Political Correspondent
11/10/2020 18:02,MSNBCW,9,MSNBCW_20201110_180000_MTP_Daily/start/120,REPUBLICANS BACK PRES. TRUMP'S EFFORTS TO CHALLENGE RESULTS
11/10/2020 18:03,CNNW,11,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/180,BIDEN WEIGHS LEGAL OPTIONS AS TRUMP THREATENS TRANSFER OF POWER. . Arlette Saenz CJ\\N Political Correspondent
11/10/2020 18:03,FOXNEWSW,4,FOXNEWSW_20201110_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/180,b RICHARD BLUMENTHAL O- CT | SENATE JUDICIARY COMMITTEE. O ' O ' .. . x l l .'. -
11/10/2020 18:04,CNNW,8,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/240,"TRUMP'S DEFIANCE FUELED BY ENABLERS LIKE BARR, MCCONNELL, FOX"
11/10/2020 18:04,MSNBCW,4,MSNBCW_20201110_180000_MTP_Daily/start/240,BIDEN ADVISERS WEIGHS LEGAL OPTIONS AS TRUMP. ADMIN. BALKS AT RECOGNIZING TRANSITION
11/10/2020 18:05,MSNBCW,10,MSNBCW_20201110_180000_MTP_Daily/start/300,BIDEN TRANSITION TURNS TO FOCUS TO HEALTH CARE
11/10/2020 18:06,MSNBCW,3,MSNBCW_20201110_180000_MTP_Daily/start/360,BIOEN AOVISERS WEIOH LEGAL OPTIONS AS TRUMP. ADMIN. BALKS AT RECOGNIZINO TRANSITION
11/10/2020 18:07,CNNW,8,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/420,"TRUMP'S DEFIANCE FUELED BY ENABLERS LIKE BARR MCCONNELL FOX. . William Barr Attorney General\nTRUMP'S DEFIANCE FUELED BY ENABLERS LIKE BARR, MCCONNELL, FOX"
11/10/2020 18:08,CNNW,8,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/480,"TRUMP'S DEFIANCE FUELED BY ENABLERS LIKE BARR, MCCONNELL, FOX"
11/10/2020 18:08,FOXNEWSW,4,FOXNEWSW_20201110_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/480,FORMER FBI DEPUTY DIRECTOR MCCABE FACING QUESTIONS a -. . . . TUCKER L \\qum
11/10/2020 18:08,MSNBCW,8,MSNBCW_20201110_180000_MTP_Daily/start/480,OOJ LOOKING INTO VOTER FRAUD ALLEOATIONS IN NV & PA
11/10/2020 18:09,MSNBCW,12,MSNBCW_20201110_180000_MTP_Daily/start/540,REPUBLICANS BACK PRES. TRUMP'S EFFORTS TO CHALLENGE RESULTS
11/10/2020 18:11,CNNW,7,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/660,"TRUMP'S DEFIANCE FUELED BY ENABLERS LIKE BARR MCCONNELL FOX. . Tucker Carlson Fox News Host\nTRUMP'S DEFIANCE FUELED BY ENABLERS LIKE BARR, MCCONNELL, FOX"
11/10/2020 18:12,CNNW,8,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/720,"TRUMP'S DEFIANCE FUELED BY ENABLERS LIKE BARR, MCCONNELL, FOX"
11/10/2020 18:13,MSNBCW,4,MSNBCW_20201110_180000_MTP_Daily/start/780,GEORGIA SENS. CALL ON STATE'S SECRETARY OF STATE TO RESIGN
11/10/2020 18:14,MSNBCW,6,MSNBCW_20201110_180000_MTP_Daily/start/840,REPUBLICANS BACK PRES. TRUMP'S EFFORTS TO CHALLENGE RESULTS
11/10/2020 18:15,CNNW,11,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/900,DOJ OFFICIAL IN CHARGE OF VOTER FRAUD QUITS AFTER BARR MEMO. . Harry Litman Former Deputy Assistant Attorney General
11/10/2020 18:15,MSNBCW,6,MSNBCW_20201110_180000_MTP_Daily/start/900,FMR. COUNSEL TU. MATT SANDERSON MITT RUMNEY & JOHN MCCAIN\nREPUBLICANS BACK PRES. TRUMP'S EFFORTS TO CHALLENGE RESULTS
11/10/2020 18:16,CNNW,7,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/960,DOJ OFFICIAL IN CHARGE OF VOTER FRAUD QUITS AFI'ER BARR MEMO. . Harry Litman Former US. Attorney
11/10/2020 18:16,MSNBCW,6,MSNBCW_20201110_180000_MTP_Daily/start/960,REPUBLICANS BACK PRES. TRUMP'S EFFORTS TO CHALLENGE RESULTS
11/10/2020 18:17,CNNW,12,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/1020,WH TELLS AGENCIES TO IGNORE BIDEN'S TEAM UNTIL TRUMP ACCEPTS LOSS
11/10/2020 18:17,MSNBCW,10,MSNBCW_20201110_180000_MTP_Daily/start/1020,DOJ LOOKING INTO VOTER FRAUD ALLEOATIONS IN NV & PA
11/10/2020 18:18,CNNW,7,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/1080,WH TELLS AGENCIES TO IGNORE BIDEN'S TEAM UNTIL TRUMP ACCEPTS LOSS. . Harry Litman Former US. Attorney
11/10/2020 18:18,FOXNEWSW,3,FOXNEWSW_20201110_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/1080,TRUMP 2O2O SPOKESMAN TIM MURTAUGH ON. lAWSlllTS OVER BALLOTING IN KEY STATES
11/10/2020 18:19,CNNW,11,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/1140,PENTAGON POLICY OFFICIAL RESIGNS DAY AFTER TRUMP FIRED DEFENSE CHIEF. . Harry Litman Former Deputy Assistant Attorney General
11/10/2020 18:20,CNNW,6,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/1200,GOP CIVIL WAR IN GEORGIA AHEAD OF RUNOFF ELECTIONS TO DECIDE SENATE
11/10/2020 18:21,CNNW,10,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/1260,"On Medicare? Call now ' 1 \\ Medicare Advantage. . 1 '8OO-542-1 1 2O \""m IJJJ UnitedHealthcare'"
11/10/2020 18:22,MSNBCW,8,MSNBCW_20201110_180000_MTP_Daily/start/1320,U.S. SURPASSES 1OOK CASES FOR SIXTH STRAIGHT WY
11/10/2020 18:23,MSNBCW,12,MSNBCW_20201110_180000_MTP_Daily/start/1380,PFIZER SAYS EARLY DATA SHOWS ITS. COVID-19 VACCINE IS 9O% EFFECTIVE
11/10/2020 18:25,CNNW,7,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/1500,"BIDEN TASK FORCE ADVISER: U.S. ABOUT TO ENTER \""COVID HELL\""\nBIDEN TASK FORCE ADVISER: U.S. ABOUT TO ENTER \""COVID HELLII. . Michael Osterholm Selected to Serve on Biden's Covid-19 Advisory Board"
11/10/2020 18:26,CNNW,8,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/1560,IDAHO HOSPITAL TURNING PATIENTS AWAY AMID COVID SURGE
11/10/2020 18:26,MSNBCW,7,MSNBCW_20201110_180000_MTP_Daily/start/1560,FDA AUTHORIZES EMERGENCY USE OF EL| LILLY ANTIBODY D\ufb02UG
11/10/2020 18:27,CNNW,13,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/1620,"IDAHO HOSPITAL TURNING PATIENTS AWAY AMID COVID SURGE. . Dr. Joshua Kern VP Medical Affairs, St. Luke's Magic Valley, Jerome, & Wood River"
11/10/2020 18:27,MSNBCW,4,MSNBCW_20201110_180000_MTP_Daily/start/1620,"U.S. AVERAGING MORE THAN 116,OOO NEW. CORONAVIRUS CASES EVERY DAY"
11/10/2020 18:28,BBCNEWS,6,BBCNEWS_20201110_180000_BBC_News_at_Six/start/1680,"Chief Scienti-st, World Health Organisation"
11/10/2020 18:29,CNNW,5,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/1740,MORE ELECTION RESULTS SHOW BIDEN-TRUMP RACE WASN'T THAT CLOSE
11/10/2020 18:29,MSNBCW,11,MSNBCW_20201110_180000_MTP_Daily/start/1740,SUPREME COURT HEARS THIRD MAJOR CHALLENGE TO OBAMACARE
11/10/2020 18:30,BBCNEWS,10,BBCNEWS_20201110_180000_BBC_News_at_Six/start/1800,E\ufb02l NEWS
11/10/2020 18:30,CNNW,9,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/1800,(\u00abCarShieldcom1-8OO-955-OO13 \\ A
11/10/2020 18:32,CNNW,7,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/1920,#XAQ; | 8OO-647-4586
11/10/2020 18:33,FOXNEWSW,4,FOXNEWSW_20201110_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/1980,r _. FORMER FBI DEPUTY DIRECTOR MCCABE FACING QUESTIONS. FROM SENATORS ON ORIGINS OF RIISSIA INVESTIGATION
11/10/2020 18:34,FOXNEWSW,9,FOXNEWSW_20201110_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/2040,"FORMER FBI DEPUTY DIRECTOR MCCABE FACING QUESTIONS um} I'\"". FROM SENATORS ON ORIGINS OF RUSSIA INVESTIGATION ' W A"
11/10/2020 18:34,MSNBCW,13,MSNBCW_20201110_180000_MTP_Daily/start/2040,Call to Speak with a Licensed Insurance Agent
11/10/2020 18:35,CNNW,7,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/2100,KEY BATTLEGROUND STATES STILL COUNTING VOTES. . . . David Chalian CI\\N Political Director
11/10/2020 18:36,MSNBCW,5,MSNBCW_20201110_180000_MTP_Daily/start/2160,TOP PENTAGON OFFICIAL STEPS DOWN A DAY AFTER ESPER'S FIRING\nESPER DEFENDS HIS TENURE AS DEFENSE SECRETNRY
11/10/2020 18:37,CNNW,5,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/2220,BIDEN'S POPULAR VOTE TOTAL KEEPS RISING SE'ITING RECORDS. . David Chalian OW Political Director
11/10/2020 18:37,MSNBCW,5,MSNBCW_20201110_180000_MTP_Daily/start/2220,ESPER'S FIRING RAISES FEARS ABOUT NATIONAL SECURITY. DURING THE FINAL DAYS OF THE TRUMP ADMINISTRATION
11/10/2020 18:38,CNNW,3,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/2280,3OO882O987
11/10/2020 18:38,MSNBCW,8,MSNBCW_20201110_180000_MTP_Daily/start/2280,TOP PENTAGON OFFICIAL STEPS DOWN A DAY AFTER ESPER'S FIRING
11/10/2020 18:39,FOXNEWSW,3,FOXNEWSW_20201110_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/2340,FORMER FBI DEPUTY DIRECTOR MCCABE TESTIFIES BEFORE
11/10/2020 18:39,MSNBCW,12,MSNBCW_20201110_180000_MTP_Daily/start/2340,ESPER'S FIRING RAISES FEARS ABOUT NATIONAL SECURITY. DURING THE FINAL DAYS OF THE TRUMP ADMINISTRATION
11/10/2020 18:41,FOXNEWSW,6,FOXNEWSW_20201110_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/2460,b MARSHA BLACKBURN R- TN | SENATE JUDICIARY COMMITIEE. O ' O ' .. . l : n - :
11/10/2020 18:42,BBCNEWS,4,BBCNEWS_20201110_183000_Sportsday/start/720,Talkstontmued over baxlout of lower league EFL clubs. EB. NEWS ' v ' '
11/10/2020 18:42,FOXNEWSW,8,FOXNEWSW_20201110_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/2520,FORMER FBI DEPUTY DIRECTOR MCCABE TESTIFIES BEFORE 5'7. SENATE PANEL ON ORIGINS OF RUSSIA INVESTIGATION I
11/10/2020 18:43,CNNW,12,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/2580,"THE NATIONAL SECURITY IMPACT OF TRUMP DENYING, DELAYING A TRANSITION"
11/10/2020 18:43,FOXNEWSW,6,FOXNEWSW_20201110_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/2580,FMR FBI DEPUTY DIR MCCABE TESTIFIES BEFORE
11/10/2020 18:43,MSNBCW,12,MSNBCW_20201110_180000_MTP_Daily/start/2580,SENS. LUEFFLER & PERDUE CALL FOR GA SECY. OF STATE TO RESIGN
11/10/2020 18:44,CNNW,7,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/2640,THE NATIONAL SECURITY IMPACT OF TRUMP DENYING DELAYING A TRANSITION. . Kylie Atwood CN\\I National Security Correspondent
11/10/2020 18:45,CNNW,11,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/2700,THE NATIONAL SECURITY IMPACT OF TRUMP DENYING DELAYING A TRANSITION. . Kristen Holmes CI\\I\\I National Correspondent
11/10/2020 18:45,MSNBCW,4,MSNBCW_20201110_180000_MTP_Daily/start/2700,"GA SECRETARY OF STATE TELLS GA SENATORS. TO FOCUS ON RUNDFFS, NOT LAYING BLAME"
11/10/2020 18:46,MSNBCW,8,MSNBCW_20201110_180000_MTP_Daily/start/2760,GDP SPARS OVER ACCUSATIONS OF ELECTION FRAUD IN GA
11/10/2020 18:49,BBCNEWS,7,BBCNEWS_20201110_184500_BBC_News/start/240,E\ufb02l NEWS
11/10/2020 18:51,CNNW,10,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/3060,RIGHT-WING MEDIA ENABLING TRUMP & GOP'S ELECTION DENIALISM. . Oliver Darcy CJ\\I\\| Senior Media Reporter
11/10/2020 18:51,MSNBCW,7,MSNBCW_20201110_180000_MTP_Daily/start/3060,REPUBLICANS BACK PRES. TRUMP'S EFFORTS TO CHALLENGE RESULTS
11/10/2020 18:54,MSNBCW,7,MSNBCW_20201110_180000_MTP_Daily/start/3240,GEORGIA REPUBLICAN SENATURS BALL UN SECRETARY OF STATE TU RESIGN
11/10/2020 18:56,MSNBCW,10,MSNBCW_20201110_180000_MTP_Daily/start/3360,REPUBLICANS BACK PRES. TRUMP'S EFFORTS TO CHALLENGE RESULTS
11/10/2020 18:57,FOXNEWSW,9,FOXNEWSW_20201110_180000_Outnumbered_Overtime_With_Harris_Faulkner/start/3420,". FMR FBI DEPUTY DIR MCCABE TESTIFIES BEFORE f\"" h. SENATE PANEL ON ORIGINS OF RUSSIA PROBE ! u"
11/10/2020 18:57,MSNBCW,4,MSNBCW_20201110_180000_MTP_Daily/start/3420,BIOEN AOVISERS WEIOH LEGAL OPTIONS AS TRUMP. ADMIN. BALKS AT RECOGNIZINO TRANSITION
11/10/2020 18:59,CNNW,8,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/3540,f ' TimeshareFreedom (888)6O8-EXIT. . (3948). . TimeshareFreedomGroup.com
11/10/2020 19:00,CNNW,12,CNNW_20201110_180000_CNN_Right_Now_With_Brianna_Keilar/start/3600,POMPEO: SMOOTH TRANSITION TO A SECOND TRUMP ADMINISTRATION. . Mike Pompeo Secretary of State
11/10/2020 19:01,CNNW,7,CNNW_20201110_190000_CNN_Right_Now_With_Brianna_Keilar/start/60,POMPEO: SMOOTH TRANSITION TO A SECOND TRUMP ADMINISTRATION. . America's top diplomat pushes evidence-free voter fraud claims after Biden win
11/10/2020 19:01,FOXNEWSW,4,FOXNEWSW_20201110_190000_The_Daily_Briefing_With_Dana_Perino/start/60,1. FORMER FBI DEPUTY DIRECTOR MCCABE TESTIFIES BEFORE. . I SENATE PANEL ON ORIGINS OF RUSSIA INVESTIGATION
11/10/2020 19:02,CNNW,13,CNNW_20201110_190000_CNN_Right_Now_With_Brianna_Keilar/start/120,POMPEO: SMOOTH TRANSITION TO A SECOND TRUMP ADMINISTRATION. . Kylie Atwood CN\\I National Security Correspondent
11/10/2020 19:02,MSNBCW,5,MSNBCW_20201110_190000_MSNBC_Live_With_Katy_Tur/start/120,"DR. FAUCI BLAMES SMALL, INDOOR GATHERINGS FOR COVID SPIKES"
11/10/2020 19:03,CNNW,9,CNNW_20201110_190000_CNN_Right_Now_With_Brianna_Keilar/start/180,POMPEO: SMOOTH TRANSITION TO A SECOND TRUMP ADMINISTRATION. . America's top diplomat pushes evidence-free voter fraud claims after Biden win
